Category	GeneSet	N_genes	N_overlap	p	FDR	genes	logP	logFDR
DEG.up	Testis	5819	4	0.995909774556736	1	ENSG00000152763:ENSG00000203963:ENSG00000125459:ENSG00000163374	0.00178000513760504	0
DEG.up	Thyroid	2539	2	0.888329379188874	1	ENSG00000152763:ENSG00000176444	0.0514259744905887	0
DEG.up	Uterus	1740	2	0.669514844573872	1	ENSG00000176444:ENSG00000125459	0.174239789309108	0
DEG.up	Vagina	1265	0	1	1		0	0
DEG.up	Whole_Blood	1559	5	0.0765650360934564	1	ENSG00000134242:ENSG00000177628:ENSG00000143622:ENSG00000116584:ENSG00000136634	1.11596950841216	0
DEG.down	Adipose_Subcutaneous	993	1	0.581310572870047	0.906097607040202	ENSG00000132718	0.235591778028712	0.0428250165442854
DEG.down	Adipose_Visceral_Omentum	955	2	0.28206068004603	0.793845348300285	ENSG00000143630:ENSG00000132718	0.54965745134634	0.100264095710987
DEG.down	Adrenal_Gland	1581	2	0.602684304955925	0.906097607040202	ENSG00000132718:ENSG00000116584	0.219910118238059	0.0428250165442854
DEG.down	Artery_Aorta	1599	1	0.829445831027546	1	ENSG00000143630	0.0812119713683706	0
DEG.down	Artery_Coronary	941	1	0.551421927455878	0.906097607040202	ENSG00000143630	0.258515968038469	0.0428250165442854
DEG.down	Artery_Tibial	1950	1	0.904814340998736	1	ENSG00000116521	0.0434405246086197	0
DEG.down	Bladder	35	0	1	1		0	0
DEG.down	Brain_Amygdala	4331	13	0.0253471874984701	0.482214567311527	ENSG00000198160:ENSG00000116704:ENSG00000081019:ENSG00000177628:ENSG00000116521:ENSG00000176444:ENSG00000160752:ENSG00000125459:ENSG00000163374:ENSG00000116580:ENSG00000143622:ENSG00000132680:ENSG00000163479	1.59607022258934	0.316759674075836
DEG.down	Brain_Anterior_cingulate_cortex_BA24	3894	11	0.0566738604265821	0.704427441339815	ENSG00000049245:ENSG00000198160:ENSG00000116704:ENSG00000116521:ENSG00000176444:ENSG00000125459:ENSG00000163374:ENSG00000116580:ENSG00000143622:ENSG00000132680:ENSG00000163479	1.24661720371883	0.152163734206285
DEG.down	Brain_Caudate_basal_ganglia	3761	9	0.17613829983153	0.704427441339815	ENSG00000116704:ENSG00000116521:ENSG00000176444:ENSG00000160752:ENSG00000125459:ENSG00000163374:ENSG00000116580:ENSG00000143622:ENSG00000132680	0.754146199984108	0.152163734206285
DEG.down	Brain_Cerebellar_Hemisphere	2215	4	0.432403647405658	0.906097607040202	ENSG00000049245:ENSG00000177628:ENSG00000143622:ENSG00000163479	0.364110651348076	0.0428250165442854
DEG.down	Brain_Cerebellum	2318	4	0.473636071533222	0.906097607040202	ENSG00000049245:ENSG00000177628:ENSG00000143622:ENSG00000163479	0.324555229698824	0.0428250165442854
DEG.down	Brain_Cortex	3231	8	0.160285110206115	0.704427441339815	ENSG00000049245:ENSG00000198160:ENSG00000116704:ENSG00000081019:ENSG00000176444:ENSG00000143622:ENSG00000132680:ENSG00000163479	0.79510681985215	0.152163734206285
DEG.down	Brain_Frontal_Cortex_BA9	3343	7	0.315598200714976	0.793845348300285	ENSG00000049245:ENSG00000116704:ENSG00000176444:ENSG00000116580:ENSG00000143622:ENSG00000132680:ENSG00000163479	0.500865481450529	0.100264095710987
DEG.down	Brain_Hippocampus	4257	11	0.0999965365729269	0.704427441339815	ENSG00000198160:ENSG00000116704:ENSG00000081019:ENSG00000177628:ENSG00000116521:ENSG00000176444:ENSG00000163374:ENSG00000116580:ENSG00000143622:ENSG00000132680:ENSG00000163479	1.00001504173314	0.152163734206285
DEG.down	Brain_Hypothalamus	3457	7	0.351455056770535	0.80987469603645	ENSG00000116704:ENSG00000176444:ENSG00000163374:ENSG00000116580:ENSG00000132680:ENSG00000116584:ENSG00000163479	0.454130203629927	0.0915821700467306
DEG.down	Brain_Nucleus_accumbens_basal_ganglia	3670	10	0.0813475096144762	0.704427441339815	ENSG00000049245:ENSG00000198160:ENSG00000116521:ENSG00000176444:ENSG00000160752:ENSG00000125459:ENSG00000163374:ENSG00000116580:ENSG00000143622:ENSG00000132680	1.08965573808356	0.152163734206285
DEG.down	Brain_Putamen_basal_ganglia	4370	13	0.0272951641874449	0.482214567311527	ENSG00000198160:ENSG00000116704:ENSG00000081019:ENSG00000177628:ENSG00000116521:ENSG00000176444:ENSG00000160752:ENSG00000125459:ENSG00000163374:ENSG00000116580:ENSG00000143622:ENSG00000132680:ENSG00000163479	1.56391428895696	0.316759674075836
DEG.down	Brain_Spinal_cord_cervical_c-1	4325	9	0.319352506552154	0.793845348300285	ENSG00000116704:ENSG00000081019:ENSG00000176444:ENSG00000125459:ENSG00000163374:ENSG00000116580:ENSG00000143622:ENSG00000132680:ENSG00000163479	0.495729670777337	0.100264095710987
DEG.down	Brain_Substantia_nigra	4114	10	0.153334422829684	0.704427441339815	ENSG00000198160:ENSG00000116704:ENSG00000081019:ENSG00000176444:ENSG00000125459:ENSG00000163374:ENSG00000116580:ENSG00000143622:ENSG00000132680:ENSG00000163479	0.81436033720827	0.152163734206285
DEG.down	Breast_Mammary_Tissue	606	1	0.329520710615213	0.793845348300285	ENSG00000132718	0.48211728448957	0.100264095710987
DEG.down	Cells_EBV-transformed_lymphocytes	1610	2	0.615462525536741	0.906097607040202	ENSG00000171735:ENSG00000049245	0.210798385377787	0.0428250165442854
DEG.down	Cells_Transformed_fibroblasts	1775	4	0.25761597192608	0.793845348300285	ENSG00000171735:ENSG00000163374:ENSG00000132718:ENSG00000160803	0.589027214664986	0.100264095710987
DEG.down	Cervix_Ectocervix	2	0	1	1		0	0
DEG.down	Cervix_Endocervix	0	0	1	1		0	0
DEG.down	Colon_Sigmoid	1221	1	0.695673830360022	0.969705404413122	ENSG00000116584	0.157594333488695	0.0133601839502708
DEG.down	Colon_Transverse	998	1	0.584110584464975	0.906097607040202	ENSG00000132718	0.233504923989575	0.0428250165442854
DEG.down	Esophagus_Gastroesophageal_Junction	1111	0	1	1		0	0
DEG.down	Esophagus_Mucosa	2544	3	0.747491664699765	0.969705404413122	ENSG00000171735:ENSG00000132718:ENSG00000116584	0.126393645806316	0.0133601839502708
DEG.down	Esophagus_Muscularis	1354	1	0.750149463791283	0.969705404413122	ENSG00000177628	0.124852196831324	0.0133601839502708
DEG.down	Fallopian_Tube	0	0	1	1		0	0
DEG.down	Heart_Atrial_Appendage	3703	9	0.163680522805989	0.704427441339815	ENSG00000198160:ENSG00000116704:ENSG00000081019:ENSG00000177628:ENSG00000160767:ENSG00000176444:ENSG00000132718:ENSG00000132680:ENSG00000116584	0.786002996465531	0.152163734206285
DEG.down	Heart_Left_Ventricle	5211	18	0.00129272347739991	0.0685143443021951	ENSG00000049245:ENSG00000049246:ENSG00000198160:ENSG00000116704:ENSG00000081019:ENSG00000177628:ENSG00000160767:ENSG00000176444:ENSG00000160752:ENSG00000116539:ENSG00000125459:ENSG00000163374:ENSG00000116580:ENSG00000132718:ENSG00000143622:ENSG00000132680:ENSG00000116584:ENSG00000163479	2.88849436381466	1.16421849421388
DEG.down	Kidney_Cortex	793	1	0.459010113127787	0.906097607040202	ENSG00000132718	0.338177745776011	0.0428250165442854
DEG.down	Liver	4748	11	0.186075173184102	0.704427441339815	ENSG00000171735:ENSG00000049245:ENSG00000081019:ENSG00000177628:ENSG00000160767:ENSG00000116539:ENSG00000163374:ENSG00000116580:ENSG00000143622:ENSG00000132680:ENSG00000116584	0.730311568128836	0.152163734206285
DEG.down	Lung	757	2	0.180018386375523	0.704427441339815	ENSG00000143630:ENSG00000132718	0.744683135487613	0.152163734206285
DEG.down	Minor_Salivary_Gland	1017	2	0.315456984793909	0.793845348300285	ENSG00000132718:ENSG00000116584	0.501059852078355	0.100264095710987
DEG.down	Muscle_Skeletal	4509	11	0.14020277553602	0.704427441339815	ENSG00000171735:ENSG00000049245:ENSG00000198160:ENSG00000177628:ENSG00000176444:ENSG00000160752:ENSG00000125459:ENSG00000143622:ENSG00000132680:ENSG00000116584:ENSG00000163479	0.853243388737076	0.152163734206285
DEG.down	Nerve_Tibial	770	0	1	1		0	0
DEG.down	Ovary	1345	1	0.746732730312114	0.969705404413122	ENSG00000171735	0.126834812536194	0.0133601839502708
DEG.down	Pancreas	5147	10	0.412831402467705	0.906097607040202	ENSG00000171735:ENSG00000049245:ENSG00000049246:ENSG00000198160:ENSG00000160767:ENSG00000116539:ENSG00000163374:ENSG00000132718:ENSG00000143622:ENSG00000116584	0.384227275044271	0.0428250165442854
DEG.down	Pituitary	1599	2	0.610645850780931	0.906097607040202	ENSG00000116584:ENSG00000160803	0.214210589500918	0.0428250165442854
DEG.down	Prostate	541	0	1	1		0	0
DEG.down	Skin_Not_Sun_Exposed_Suprapubic	1894	3	0.508360391610145	0.906097607040202	ENSG00000171735:ENSG00000132718:ENSG00000116584	0.293828294418699	0.0428250165442854
DEG.down	Skin_Sun_Exposed_Lower_leg	1866	3	0.496194058244195	0.906097607040202	ENSG00000171735:ENSG00000132718:ENSG00000116584	0.304348440562014	0.0428250165442854
DEG.down	Small_Intestine_Terminal_Ileum	1007	3	0.128686909893005	0.704427441339815	ENSG00000171735:ENSG00000049246:ENSG00000132718	0.890465627535118	0.152163734206285
DEG.down	Spleen	1364	3	0.270393441997484	0.793845348300285	ENSG00000049246:ENSG00000143630:ENSG00000132718	0.568003845788252	0.100264095710987
DEG.down	Stomach	1212	1	0.691670789180868	0.969705404413122	ENSG00000132718	0.160100565170586	0.0133601839502708
DEG.down	Testis	2279	2	0.836772922868533	1	ENSG00000177628:ENSG00000132718	0.0773923815827306	0
DEG.down	Thyroid	922	1	0.540155203523425	0.906097607040202	ENSG00000132718	0.267481435826621	0.0428250165442854
DEG.down	Uterus	823	0	1	1		0	0
DEG.down	Vagina	603	0	1	1		0	0
DEG.down	Whole_Blood	4725	10	0.295146643605728	0.793845348300285	ENSG00000160767:ENSG00000116521:ENSG00000176444:ENSG00000160752:ENSG00000116539:ENSG00000125459:ENSG00000116580:ENSG00000132718:ENSG00000132680:ENSG00000160803	0.529962151191895	0.100264095710987
DEG.twoside	Adipose_Subcutaneous	2460	1	0.961771424268907	1	ENSG00000132718	0.0169281306378535	0
DEG.twoside	Adipose_Visceral_Omentum	2388	3	0.698820662203784	1	ENSG00000143630:ENSG00000132718:ENSG00000136634	0.155634262606643	0
DEG.twoside	Adrenal_Gland	3517	6	0.537415572861491	1	ENSG00000177628:ENSG00000116521:ENSG00000176444:ENSG00000160752:ENSG00000132718:ENSG00000116584	0.269689753031577	0
DEG.twoside	Artery_Aorta	2873	2	0.93366103298488	1	ENSG00000143630:ENSG00000132718	0.0298107664076553	0
DEG.twoside	Artery_Coronary	2034	1	0.917682473921089	1	ENSG00000143630	0.0373075624571962	0
DEG.twoside	Artery_Tibial	3161	1	0.990214403476692	1	ENSG00000116521	0.00427076079088834	0
DEG.twoside	Bladder	232	0	1	1		0	0
DEG.twoside	Brain_Amygdala	6540	16	0.0891453033550286	0.940600996562491	ENSG00000171735:ENSG00000198160:ENSG00000116704:ENSG00000081019:ENSG00000177628:ENSG00000116521:ENSG00000176444:ENSG00000160752:ENSG00000125459:ENSG00000163374:ENSG00000116580:ENSG00000132718:ENSG00000143622:ENSG00000132680:ENSG00000163479:ENSG00000134376	1.04990153281084	0.0265945654566611
DEG.twoside	Brain_Anterior_cingulate_cortex_BA24	6449	15	0.143547056131967	0.940600996562491	ENSG00000171735:ENSG00000049245:ENSG00000198160:ENSG00000116704:ENSG00000116521:ENSG00000176444:ENSG00000125459:ENSG00000163374:ENSG00000116580:ENSG00000132718:ENSG00000143622:ENSG00000132680:ENSG00000163479:ENSG00000160803:ENSG00000134376	0.843005709602528	0.0265945654566611
DEG.twoside	Brain_Caudate_basal_ganglia	6188	13	0.290962737141288	1	ENSG00000171735:ENSG00000116704:ENSG00000116521:ENSG00000176444:ENSG00000160752:ENSG00000125459:ENSG00000163374:ENSG00000116580:ENSG00000132718:ENSG00000143622:ENSG00000132680:ENSG00000160803:ENSG00000134376	0.536162626444112	0
DEG.twoside	Brain_Cerebellar_Hemisphere	6025	14	0.154353404198548	0.940600996562491	ENSG00000171735:ENSG00000049245:ENSG00000049246:ENSG00000081019:ENSG00000177628:ENSG00000160767:ENSG00000143630:ENSG00000116539:ENSG00000132718:ENSG00000143622:ENSG00000132680:ENSG00000116584:ENSG00000163479:ENSG00000134376	0.811483787896551	0.0265945654566611
DEG.twoside	Brain_Cerebellum	6125	14	0.171985111345426	0.940600996562491	ENSG00000171735:ENSG00000049245:ENSG00000049246:ENSG00000177628:ENSG00000160767:ENSG00000143630:ENSG00000116539:ENSG00000132718:ENSG00000143622:ENSG00000132680:ENSG00000116584:ENSG00000163479:ENSG00000160803:ENSG00000134376	0.764509148094764	0.0265945654566611
DEG.twoside	Brain_Cortex	6065	12	0.388466374232052	1	ENSG00000171735:ENSG00000049245:ENSG00000198160:ENSG00000116704:ENSG00000081019:ENSG00000176444:ENSG00000132718:ENSG00000143622:ENSG00000132680:ENSG00000163479:ENSG00000160803:ENSG00000134376	0.410646567899084	0
DEG.twoside	Brain_Frontal_Cortex_BA9	6260	11	0.583986159684487	1	ENSG00000171735:ENSG00000049245:ENSG00000116704:ENSG00000176444:ENSG00000116580:ENSG00000132718:ENSG00000143622:ENSG00000132680:ENSG00000163479:ENSG00000160803:ENSG00000134376	0.233597445428493	0
DEG.twoside	Brain_Hippocampus	6517	14	0.251664293966583	1	ENSG00000171735:ENSG00000198160:ENSG00000116704:ENSG00000081019:ENSG00000177628:ENSG00000116521:ENSG00000176444:ENSG00000163374:ENSG00000116580:ENSG00000132718:ENSG00000143622:ENSG00000132680:ENSG00000163479:ENSG00000134376	0.599178397615286	0
DEG.twoside	Brain_Hypothalamus	6151	11	0.554039885044949	1	ENSG00000171735:ENSG00000049247:ENSG00000116704:ENSG00000176444:ENSG00000143630:ENSG00000163374:ENSG00000116580:ENSG00000132718:ENSG00000132680:ENSG00000116584:ENSG00000163479	0.256458969510882	0
DEG.twoside	Brain_Nucleus_accumbens_basal_ganglia	6248	14	0.195219074758253	0.940600996562491	ENSG00000171735:ENSG00000049245:ENSG00000198160:ENSG00000116521:ENSG00000176444:ENSG00000160752:ENSG00000125459:ENSG00000163374:ENSG00000116580:ENSG00000132718:ENSG00000143622:ENSG00000132680:ENSG00000160803:ENSG00000134376	0.709477749899225	0.0265945654566611
DEG.twoside	Brain_Putamen_basal_ganglia	6456	17	0.0400711527800151	0.940600996562491	ENSG00000171735:ENSG00000198160:ENSG00000116704:ENSG00000081019:ENSG00000177628:ENSG00000116521:ENSG00000176444:ENSG00000160752:ENSG00000125459:ENSG00000163374:ENSG00000116580:ENSG00000132718:ENSG00000143622:ENSG00000132680:ENSG00000163479:ENSG00000160803:ENSG00000134376	1.39716816346204	0.0265945654566611
DEG.twoside	Brain_Spinal_cord_cervical_c-1	6112	12	0.40127495964894	1	ENSG00000171735:ENSG00000116704:ENSG00000081019:ENSG00000176444:ENSG00000125459:ENSG00000163374:ENSG00000116580:ENSG00000132718:ENSG00000143622:ENSG00000132680:ENSG00000116584:ENSG00000163479	0.396557940255173	0
DEG.twoside	Brain_Substantia_nigra	6115	12	0.402095229347152	1	ENSG00000171735:ENSG00000198160:ENSG00000116704:ENSG00000081019:ENSG00000176444:ENSG00000125459:ENSG00000163374:ENSG00000116580:ENSG00000132718:ENSG00000143622:ENSG00000132680:ENSG00000163479	0.395671079546922	0
DEG.twoside	Breast_Mammary_Tissue	1955	1	0.905628219607546	1	ENSG00000132718	0.0430500532175391	0
DEG.twoside	Cells_EBV-transformed_lymphocytes	5476	10	0.508207339493714	1	ENSG00000171735:ENSG00000049245:ENSG00000198160:ENSG00000162594:ENSG00000081985:ENSG00000081019:ENSG00000134242:ENSG00000160752:ENSG00000143622:ENSG00000136634	0.293959067190799	0
DEG.twoside	Cells_Transformed_fibroblasts	4039	6	0.696872524423865	1	ENSG00000171735:ENSG00000116704:ENSG00000177628:ENSG00000163374:ENSG00000132718:ENSG00000160803	0.156846658060573	0
DEG.twoside	Cervix_Ectocervix	2	0	1	1		0	0
DEG.twoside	Cervix_Endocervix	7	0	1	1		0	0
DEG.twoside	Colon_Sigmoid	2195	3	0.630581966454127	1	ENSG00000049246:ENSG00000160767:ENSG00000116584	0.200258453476236	0
DEG.twoside	Colon_Transverse	2451	5	0.336998732855463	1	ENSG00000116704:ENSG00000143630:ENSG00000132718:ENSG00000173080:ENSG00000213047	0.472371732110604	0
DEG.twoside	Esophagus_Gastroesophageal_Junction	1995	1	0.911917195655094	1	ENSG00000049246	0.0400445948982464	0
DEG.twoside	Esophagus_Mucosa	4182	6	0.734462322239352	1	ENSG00000171735:ENSG00000160752:ENSG00000132718:ENSG00000143622:ENSG00000116584:ENSG00000142224	0.134030478516677	0
DEG.twoside	Esophagus_Muscularis	2265	2	0.833515602490204	1	ENSG00000049246:ENSG00000177628	0.0790862662475188	0
DEG.twoside	Fallopian_Tube	13	0	1	1		0	0
DEG.twoside	Heart_Atrial_Appendage	4588	9	0.395729870713025	1	ENSG00000198160:ENSG00000116704:ENSG00000081019:ENSG00000177628:ENSG00000160767:ENSG00000176444:ENSG00000132718:ENSG00000132680:ENSG00000116584	0.402601166827176	0
DEG.twoside	Heart_Left_Ventricle	6020	18	0.00803639183291287	0.425928767144382	ENSG00000049245:ENSG00000049246:ENSG00000198160:ENSG00000116704:ENSG00000081019:ENSG00000177628:ENSG00000160767:ENSG00000176444:ENSG00000160752:ENSG00000116539:ENSG00000125459:ENSG00000163374:ENSG00000116580:ENSG00000132718:ENSG00000143622:ENSG00000132680:ENSG00000116584:ENSG00000163479	2.09493889637336	0.370663026772566
DEG.twoside	Kidney_Cortex	2200	2	0.81769232548025	1	ENSG00000143627:ENSG00000132718	0.0874100783359701	0
DEG.twoside	Liver	6146	14	0.175832188525519	0.940600996562491	ENSG00000171735:ENSG00000049245:ENSG00000116704:ENSG00000081019:ENSG00000177628:ENSG00000160767:ENSG00000143627:ENSG00000160752:ENSG00000116539:ENSG00000163374:ENSG00000116580:ENSG00000143622:ENSG00000132680:ENSG00000116584	0.754901618344256	0.0265945654566611
DEG.twoside	Lung	2876	7	0.182939185416082	0.940600996562491	ENSG00000134242:ENSG00000143630:ENSG00000160752:ENSG00000132718:ENSG00000143622:ENSG00000116584:ENSG00000136634	0.737693259054891	0.0265945654566611
DEG.twoside	Minor_Salivary_Gland	2107	3	0.596678316626215	1	ENSG00000132718:ENSG00000116584:ENSG00000142224	0.22425974419158	0
DEG.twoside	Muscle_Skeletal	5616	12	0.272368046853222	1	ENSG00000171735:ENSG00000049245:ENSG00000198160:ENSG00000081985:ENSG00000177628:ENSG00000176444:ENSG00000160752:ENSG00000125459:ENSG00000143622:ENSG00000132680:ENSG00000116584:ENSG00000163479	0.56484384348941	0
DEG.twoside	Nerve_Tibial	2630	6	0.240744885760825	1	ENSG00000049246:ENSG00000125459:ENSG00000116580:ENSG00000132718:ENSG00000132680:ENSG00000116584	0.618442929995513	0
DEG.twoside	Ovary	3602	5	0.727020390758141	1	ENSG00000171735:ENSG00000081019:ENSG00000176444:ENSG00000125459:ENSG00000132680	0.13845340830251	0
DEG.twoside	Pancreas	5905	11	0.484956516509109	1	ENSG00000171735:ENSG00000049245:ENSG00000049246:ENSG00000198160:ENSG00000081985:ENSG00000160767:ENSG00000116539:ENSG00000163374:ENSG00000132718:ENSG00000143622:ENSG00000116584	0.314297200545707	0
DEG.twoside	Pituitary	4764	9	0.448260728918629	1	ENSG00000049246:ENSG00000177628:ENSG00000176444:ENSG00000143630:ENSG00000125459:ENSG00000132718:ENSG00000132680:ENSG00000116584:ENSG00000160803	0.348469306998584	0
DEG.twoside	Prostate	2483	3	0.729160871700623	1	ENSG00000176444:ENSG00000125459:ENSG00000132680	0.137176644543176	0
DEG.twoside	Skin_Not_Sun_Exposed_Suprapubic	3860	4	0.89705217107356	1	ENSG00000171735:ENSG00000143630:ENSG00000132718:ENSG00000116584	0.0471822983711982	0
DEG.twoside	Skin_Sun_Exposed_Lower_leg	3860	5	0.790835087892348	1	ENSG00000171735:ENSG00000116521:ENSG00000143630:ENSG00000132718:ENSG00000116584	0.101914070086777	0
DEG.twoside	Small_Intestine_Terminal_Ileum	3163	9	0.0722693271148318	0.940600996562491	ENSG00000171735:ENSG00000049246:ENSG00000116704:ENSG00000134242:ENSG00000176444:ENSG00000143630:ENSG00000143627:ENSG00000132718:ENSG00000213047	1.14104598889174	0.0265945654566611
DEG.twoside	Spleen	4302	8	0.461439258152377	1	ENSG00000049246:ENSG00000134242:ENSG00000176444:ENSG00000143630:ENSG00000132718:ENSG00000143622:ENSG00000116584:ENSG00000136634	0.335885459503576	0
DEG.twoside	Stomach	2167	1	0.934865597097182	1	ENSG00000132718	0.0292508218918872	0
DEG.twoside	Testis	8098	6	0.999511878409966	1	ENSG00000152763:ENSG00000203963:ENSG00000177628:ENSG00000125459:ENSG00000163374:ENSG00000132718	0.000212040267976965	0
DEG.twoside	Thyroid	3461	3	0.925269226924292	1	ENSG00000152763:ENSG00000176444:ENSG00000132718	0.0337318815796582	0
DEG.twoside	Uterus	2563	2	0.892300703410916	1	ENSG00000176444:ENSG00000125459	0.0494887646545289	0
DEG.twoside	Vagina	1868	0	1	1		0	0
